title,genre,price,star_rating,stock_availability,book_image,last_updated_at_UTC
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",Sequential Art,29.87,Three,In stock,https://books.toscrape.com/media/cache/d5/c5/d5c5a6ebf05b68bee78a38a8ea62305d.jpg,07-Jun-2022 14:24:58
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",Sequential Art,39.39,Four,In stock,https://books.toscrape.com/media/cache/f4/96/f496db4d78639e233978ae2bee021752.jpg,07-Jun-2022 14:24:58
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",Sequential Art,45.24,Three,In stock,https://books.toscrape.com/media/cache/16/46/16460146a1a8b99c82da027368383ade.jpg,07-Jun-2022 14:24:58
"Giant Days, Vol. 1 (Giant Days #1-4)",Sequential Art,56.76,Four,In stock,https://books.toscrape.com/media/cache/35/0b/350b1224dc46533851d5a34134e44842.jpg,07-Jun-2022 14:24:58
"Fruits Basket, Vol. 1 (Fruits Basket #1)",Sequential Art,40.28,Five,In stock,https://books.toscrape.com/media/cache/7c/c1/7cc13a8fb238202250e87843c1a62f94.jpg,07-Jun-2022 14:24:58
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",Sequential Art,34.65,Five,In stock,https://books.toscrape.com/media/cache/a8/38/a8383903c98af18b898b9d70d5be2c16.jpg,07-Jun-2022 14:24:58
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",Sequential Art,57.06,Four,In stock,https://books.toscrape.com/media/cache/09/7c/097cb5ecc6fb3fbe1690cf0cbdea4ac5.jpg,07-Jun-2022 14:24:58
The Secret Garden,Classics,15.08,Four,In stock,https://books.toscrape.com/media/cache/c5/46/c5465a06182ed6ebfa40d049258a2f58.jpg,07-Jun-2022 14:25:00
The Metamorphosis,Classics,28.58,One,In stock,https://books.toscrape.com/media/cache/4a/1b/4a1b6e9c1af75db0dc34ae63344f6883.jpg,07-Jun-2022 14:25:00
The Pilgrim's Progress,Classics,50.26,Two,In stock,https://books.toscrape.com/media/cache/45/bb/45bb59d19eb3aa868293d44809078418.jpg,07-Jun-2022 14:25:00
The Hound of the Baskervilles (Sherlock Holmes #5),Classics,14.82,Two,In stock,https://books.toscrape.com/media/cache/1f/b0/1fb03cdabe6001c8a2620f65e025cbd5.jpg,07-Jun-2022 14:25:00
Little Women (Little Women #1),Classics,28.07,Four,In stock,https://books.toscrape.com/media/cache/81/f5/81f559ebe403317226fa8b611e35ce8a.jpg,07-Jun-2022 14:25:00
Gone with the Wind,Classics,32.49,Three,In stock,https://books.toscrape.com/media/cache/27/82/2782701b5c877cb063065b9fc14c5b13.jpg,07-Jun-2022 14:25:00
Candide,Classics,58.63,Three,In stock,https://books.toscrape.com/media/cache/e3/c4/e3c4aba2409bb769a6488805e3fc4709.jpg,07-Jun-2022 14:25:00
Animal Farm,Classics,57.22,Three,In stock,https://books.toscrape.com/media/cache/10/db/10db56354b4550d92270c6f097d9bebc.jpg,07-Jun-2022 14:25:00
Wuthering Heights,Classics,17.73,Three,In stock,https://books.toscrape.com/media/cache/93/4e/934e966c1ddf559d3ac2b5c1407aaf1e.jpg,07-Jun-2022 14:25:00
The Picture of Dorian Gray,Classics,29.70,Two,In stock,https://books.toscrape.com/media/cache/a6/72/a67245346daa38c2b23a4fc64c6e7115.jpg,07-Jun-2022 14:25:00
The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),Classics,26.78,Four,In stock,https://books.toscrape.com/media/cache/42/c4/42c48f11b7e70a0f76c5ba9cb5c5018a.jpg,07-Jun-2022 14:25:00
Beowulf,Classics,38.35,Two,In stock,https://books.toscrape.com/media/cache/dd/6e/dd6e7b84e99f3b4b5655ea0db74af2b4.jpg,07-Jun-2022 14:25:00
And Then There Were None,Classics,35.01,Two,In stock,https://books.toscrape.com/media/cache/21/bf/21bf2eb0bff3134837def8bd40845ba0.jpg,07-Jun-2022 14:25:00
The Story of Hong Gildong,Classics,43.19,Four,In stock,https://books.toscrape.com/media/cache/ab/16/ab16eb035cc58809a73c4699477de9cb.jpg,07-Jun-2022 14:25:00
The Little Prince,Classics,45.42,Two,In stock,https://books.toscrape.com/media/cache/c0/78/c078355608dd81c7c5e4f5e1c5f73d23.jpg,07-Jun-2022 14:25:00
Sense and Sensibility,Classics,37.46,One,In stock,https://books.toscrape.com/media/cache/7d/53/7d53e2264b9647ee307259be9f73585d.jpg,07-Jun-2022 14:25:00
Of Mice and Men,Classics,47.11,Two,In stock,https://books.toscrape.com/media/cache/0f/ca/0fca4597765ffacdb7bd529fc5eb88fa.jpg,07-Jun-2022 14:25:00
Emma,Classics,32.93,Two,In stock,https://books.toscrape.com/media/cache/09/63/09638baaef52f03827c215029c632a13.jpg,07-Jun-2022 14:25:00
Alice in Wonderland (Alice's Adventures in Wonderland #1),Classics,55.53,One,In stock,https://books.toscrape.com/media/cache/96/ee/96ee77d71a31b7694dac6855f6affe4e.jpg,07-Jun-2022 14:25:00
Sophie's World,Philosophy,15.94,Five,In stock,https://books.toscrape.com/media/cache/65/71/6571919836ec51ed54f0050c31d8a0cd.jpg,07-Jun-2022 14:25:01
The Death of Humanity: and the Case for Life,Philosophy,58.11,Four,In stock,https://books.toscrape.com/media/cache/71/df/71df730cf38c232ee58a2e407135f055.jpg,07-Jun-2022 14:25:01
The Stranger,Philosophy,17.44,Four,In stock,https://books.toscrape.com/media/cache/ea/04/ea0476a6f4c318ceccf5e2f2b39f2b15.jpg,07-Jun-2022 14:25:01
Proofs of God: Classical Arguments from Tertullian to Barth,Philosophy,54.21,One,In stock,https://books.toscrape.com/media/cache/3f/ef/3fef12d9da503693af12997c0ea0897f.jpg,07-Jun-2022 14:25:01
Kierkegaard: A Christian Missionary to Christians,Philosophy,47.13,One,In stock,https://books.toscrape.com/media/cache/05/ce/05ce699eaf78c0fae20308497c4f496a.jpg,07-Jun-2022 14:25:01
"At The Existentialist Café: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",Philosophy,29.93,Five,In stock,https://books.toscrape.com/media/cache/de/76/de76d5c473c358bd41c03cf710692bfb.jpg,07-Jun-2022 14:25:01
Critique of Pure Reason,Philosophy,20.75,One,In stock,https://books.toscrape.com/media/cache/12/6e/126ef8f6473b81808ebbb9cff155e883.jpg,07-Jun-2022 14:25:01
"Run, Spot, Run: The Ethics of Keeping Pets",Philosophy,20.02,One,In stock,https://books.toscrape.com/media/cache/91/e6/91e6190dcdd7d6cdeb94a82b60917ec4.jpg,07-Jun-2022 14:25:01
The Nicomachean Ethics,Philosophy,36.34,One,In stock,https://books.toscrape.com/media/cache/f0/aa/f0aa9ae0319b1d6e0706e6053020e696.jpg,07-Jun-2022 14:25:01
Meditations,Philosophy,25.89,Two,In stock,https://books.toscrape.com/media/cache/df/c9/dfc9ed72e963572d23233b3a8cb01676.jpg,07-Jun-2022 14:25:01
Beyond Good and Evil,Philosophy,43.38,One,In stock,https://books.toscrape.com/media/cache/ab/45/ab45f300aa15066ad1260d6f1398d03e.jpg,07-Jun-2022 14:25:01
Chase Me (Paris Nights #2),Romance,25.27,Five,In stock,https://books.toscrape.com/media/cache/9c/2e/9c2e0eb8866b8e3f3b768994fd3d1c1a.jpg,07-Jun-2022 14:25:02
Black Dust,Romance,34.53,Five,In stock,https://books.toscrape.com/media/cache/44/cc/44ccc99c8f82c33d4f9d2afa4ef25787.jpg,07-Jun-2022 14:25:02
Her Backup Boyfriend (The Sorensen Family #1),Romance,33.97,One,In stock,https://books.toscrape.com/media/cache/1e/bb/1ebbbc3e2d3249b111033cfc40763b0b.jpg,07-Jun-2022 14:25:02
First and First (Five Boroughs #3),Romance,15.97,Four,In stock,https://books.toscrape.com/media/cache/c4/d1/c4d1517cc9370e292366b6132ca9ca36.jpg,07-Jun-2022 14:25:02
Fifty Shades Darker (Fifty Shades #2),Romance,21.96,One,In stock,https://books.toscrape.com/media/cache/cc/bd/ccbdae9e29b3594301528fa2c876ec29.jpg,07-Jun-2022 14:25:02
The Wedding Dress,Romance,24.12,One,In stock,https://books.toscrape.com/media/cache/28/99/28992d89f4abf54fba183fc8d074adf3.jpg,07-Jun-2022 14:25:02
Suddenly in Love (Lake Haven #1),Romance,55.99,Two,In stock,https://books.toscrape.com/media/cache/e9/f4/e9f4bc8cf5ffaea1504623c936e90a48.jpg,07-Jun-2022 14:25:02
Something More Than This,Romance,16.24,Four,In stock,https://books.toscrape.com/media/cache/59/10/5910fbd8a95e8e9de9c660b71e0694e2.jpg,07-Jun-2022 14:25:02
Doing It Over (Most Likely To #1),Romance,35.61,Three,In stock,https://books.toscrape.com/media/cache/e9/25/e9250495a525eb203652ad9da85ccb8e.jpg,07-Jun-2022 14:25:02
The Wedding Pact (The O'Malleys #2),Romance,32.61,Three,In stock,https://books.toscrape.com/media/cache/7e/67/7e67addd80caaf8a9f9e9daa9cf66bb2.jpg,07-Jun-2022 14:25:02
Hold Your Breath (Search and Rescue #1),Romance,28.82,One,In stock,https://books.toscrape.com/media/cache/0b/89/0b89c3b317d0f89da48356a0b5959c1e.jpg,07-Jun-2022 14:25:02
Dirty (Dive Bar #1),Romance,40.83,Four,In stock,https://books.toscrape.com/media/cache/ae/90/ae903f6f6d059954be4e85497dd76bf5.jpg,07-Jun-2022 14:25:02
Take Me Home Tonight (Rock Star Romance #3),Romance,53.98,Three,In stock,https://books.toscrape.com/media/cache/a6/4b/a64b3c559f59748bfdbbe75be3e16075.jpg,07-Jun-2022 14:25:02
Off the Hook (Fishing for Trouble #1),Romance,47.67,Three,In stock,https://books.toscrape.com/media/cache/1d/78/1d78fe226e1adb9cb591fa21f8a9bf68.jpg,07-Jun-2022 14:25:02
A Gentleman's Position (Society of Gentlemen #3),Romance,14.75,Five,In stock,https://books.toscrape.com/media/cache/f0/e0/f0e0db3edcb14293a52b51929cc72979.jpg,07-Jun-2022 14:25:02
"Sit, Stay, Love",Romance,20.90,Three,In stock,https://books.toscrape.com/media/cache/8e/40/8e408552c2e7ee81cd60c03c79f604af.jpg,07-Jun-2022 14:25:02
A Girl's Guide to Moving On (New Beginnings #2),Romance,31.30,One,In stock,https://books.toscrape.com/media/cache/f7/a9/f7a90a63f66ac92cc280def001970ed2.jpg,07-Jun-2022 14:25:02
The Perfect Play (Play by Play #1),Romance,59.99,Three,In stock,https://books.toscrape.com/media/cache/40/16/4016ffba678f309171d8130135f6eb8e.jpg,07-Jun-2022 14:25:02
Dark Lover (Black Dagger Brotherhood #1),Romance,12.87,One,In stock,https://books.toscrape.com/media/cache/3c/a2/3ca2e61181fc1122658af8f85354bae8.jpg,07-Jun-2022 14:25:02
Changing the Game (Play by Play #2),Romance,13.38,Three,In stock,https://books.toscrape.com/media/cache/57/47/57472d9c6d483bee9c38c90bfa10b3ee.jpg,07-Jun-2022 14:25:02
A Walk to Remember,Romance,56.43,One,In stock,https://books.toscrape.com/media/cache/fa/1b/fa1b0fac146201645c740b02802e2211.jpg,07-Jun-2022 14:25:03
The Purest Hook (Second Circle Tattoos #3),Romance,12.25,One,In stock,https://books.toscrape.com/media/cache/15/68/1568ef85fdb4e405b9f8bc62ef855c10.jpg,07-Jun-2022 14:25:03
The Obsession,Romance,45.43,One,In stock,https://books.toscrape.com/media/cache/24/93/2493c74c614afcc435cc00e33bd55f64.jpg,07-Jun-2022 14:25:03
Reservations for Two,Romance,11.10,Three,In stock,https://books.toscrape.com/media/cache/39/a4/39a4d96a5bc75a34aae97676a4b854fa.jpg,07-Jun-2022 14:25:03
Best of My Love (Fool's Gold #20),Romance,27.41,Two,In stock,https://books.toscrape.com/media/cache/06/8c/068ccab8875670fccb8b72234370d16f.jpg,07-Jun-2022 14:25:03
Where Lightning Strikes (Bleeding Stars #3),Romance,39.77,Three,In stock,https://books.toscrape.com/media/cache/73/d9/73d948af3f2adb6dd693ff4bd43e7760.jpg,07-Jun-2022 14:25:03
This One Moment (Pushing Limits #1),Romance,48.71,One,In stock,https://books.toscrape.com/media/cache/9b/06/9b061431c4fbb98cc18068a523a49988.jpg,07-Jun-2022 14:25:03
"Rhythm, Chord & Malykhin",Romance,28.34,Two,In stock,https://books.toscrape.com/media/cache/43/85/4385ee0304bc3546f2b6eaa75c46d4f8.jpg,07-Jun-2022 14:25:03
My Perfect Mistake (Over the Top #1),Romance,38.92,Two,In stock,https://books.toscrape.com/media/cache/0d/03/0d03eb55ed070a53b6c4b6eedd48b458.jpg,07-Jun-2022 14:25:03
Listen to Me (Fusion #1),Romance,58.99,Three,In stock,https://books.toscrape.com/media/cache/00/dd/00dd43f59d255cbc16e9d9c9ed20a997.jpg,07-Jun-2022 14:25:03
Imperfect Harmony,Romance,34.74,Four,In stock,https://books.toscrape.com/media/cache/fb/29/fb299a516730a2f2602b10f945f7a8e5.jpg,07-Jun-2022 14:25:03
Fighting Fate (Fighting #6),Romance,39.24,Three,In stock,https://books.toscrape.com/media/cache/57/e2/57e255929f6e597c18cb3843904cd92b.jpg,07-Jun-2022 14:25:03
Deep Under (Walker Security #1),Romance,47.09,Five,In stock,https://books.toscrape.com/media/cache/74/e4/74e4ec43c40926c7b57fc0fe0f397183.jpg,07-Jun-2022 14:25:03
Charity's Cross (Charles Towne Belles #4),Romance,41.24,One,In stock,https://books.toscrape.com/media/cache/39/e0/39e008f84bbd24b49a7532c2024b855e.jpg,07-Jun-2022 14:25:03
Bounty (Colorado Mountain #7),Romance,37.26,Four,In stock,https://books.toscrape.com/media/cache/80/ff/80ff924ed78cd7c5172410d0d92f8dfe.jpg,07-Jun-2022 14:25:03
I Had a Nice Time And Other Lies...: How to find love & sh*t like that,Womens Fiction,57.36,Four,In stock,https://books.toscrape.com/media/cache/5f/72/5f72c8a0d5a7292e2929a354ec8a022f.jpg,07-Jun-2022 14:25:05
Will You Won't You Want Me?,Womens Fiction,13.86,Three,In stock,https://books.toscrape.com/media/cache/16/e3/16e3ca741956485119251e7442a67e2e.jpg,07-Jun-2022 14:25:05
Keep Me Posted,Womens Fiction,20.46,Four,In stock,https://books.toscrape.com/media/cache/ae/ac/aeac003461b89c7ef826251d940b2afc.jpg,07-Jun-2022 14:25:05
Grey (Fifty Shades #4),Womens Fiction,48.49,Four,In stock,https://books.toscrape.com/media/cache/bb/ee/bbeeab4c4ce572c0e9764e3a96c6d4a5.jpg,07-Jun-2022 14:25:05
Meternity,Womens Fiction,43.58,Three,In stock,https://books.toscrape.com/media/cache/39/e3/39e33ebef2d7a35dd6899541eba8306d.jpg,07-Jun-2022 14:25:05
Some Women,Womens Fiction,13.73,Five,In stock,https://books.toscrape.com/media/cache/27/b7/27b7f4ec590965b5acc15dc4b1376684.jpg,07-Jun-2022 14:25:05
Shopaholic Ties the Knot (Shopaholic #3),Womens Fiction,48.39,Five,In stock,https://books.toscrape.com/media/cache/ac/ba/acba5e4e1813b8c1fff4890f1efef3ab.jpg,07-Jun-2022 14:25:05
Can You Keep a Secret?,Womens Fiction,21.94,One,In stock,https://books.toscrape.com/media/cache/72/73/7273ff1bfe3b0a6aab7f54ddf9be7b44.jpg,07-Jun-2022 14:25:05
Twenties Girl,Womens Fiction,42.80,Two,In stock,https://books.toscrape.com/media/cache/a0/fa/a0fa38039f6a674a7c89dfe2be866259.jpg,07-Jun-2022 14:25:05
The Undomestic Goddess,Womens Fiction,45.75,Four,In stock,https://books.toscrape.com/media/cache/13/8f/138f4cf84be250d08e1f5c1db3643dbc.jpg,07-Jun-2022 14:25:05
The Nanny Diaries (Nanny #1),Womens Fiction,52.53,Five,In stock,https://books.toscrape.com/media/cache/63/5f/635fb981e464f7427787824b20a15e71.jpg,07-Jun-2022 14:25:05
The Devil Wears Prada (The Devil Wears Prada #1),Womens Fiction,44.29,One,In stock,https://books.toscrape.com/media/cache/87/d3/87d34d376555dd0cb75030d1059cc144.jpg,07-Jun-2022 14:25:05
Something Borrowed (Darcy & Rachel #1),Womens Fiction,48.96,Five,In stock,https://books.toscrape.com/media/cache/6d/6d/6d6d5799190b4f9ef89f3bbc8b67d60d.jpg,07-Jun-2022 14:25:05
Something Blue (Darcy & Rachel #2),Womens Fiction,54.62,One,In stock,https://books.toscrape.com/media/cache/72/f5/72f5ed312bc82afa386c9cd48d4e36dd.jpg,07-Jun-2022 14:25:05
I've Got Your Number,Womens Fiction,19.69,One,In stock,https://books.toscrape.com/media/cache/b2/df/b2df826432771838819db89c20e20609.jpg,07-Jun-2022 14:25:05
The Edge of Reason (Bridget Jones #2),Womens Fiction,19.18,Four,In stock,https://books.toscrape.com/media/cache/db/34/db341aa83daa76cd9f9bd2c86ccb5dba.jpg,07-Jun-2022 14:25:05
Bridget Jones's Diary (Bridget Jones #1),Womens Fiction,29.82,One,In stock,https://books.toscrape.com/media/cache/0c/32/0c329cbd2adf4e0dc825f892106673b2.jpg,07-Jun-2022 14:25:05
Soumission,Fiction,50.10,One,In stock,https://books.toscrape.com/media/cache/3e/ef/3eef99c9d9adef34639f510662022830.jpg,07-Jun-2022 14:25:06
Private Paris (Private #10),Fiction,47.61,Five,In stock,https://books.toscrape.com/media/cache/9d/05/9d0533bae1578846d728a82913b95c26.jpg,07-Jun-2022 14:25:06
"We Love You, Charlie Freeman",Fiction,50.27,Five,In stock,https://books.toscrape.com/media/cache/5f/15/5f152afdbc42356ecba02f61058a7e5b.jpg,07-Jun-2022 14:25:06
Thirst,Fiction,17.27,Five,In stock,https://books.toscrape.com/media/cache/c4/0a/c40a64f59e7487b1a80a049f6ceb2ba5.jpg,07-Jun-2022 14:25:06
The Murder That Never Was (Forensic Instincts #5),Fiction,54.11,Three,In stock,https://books.toscrape.com/media/cache/dc/44/dc44f8e2aebac48ca8553814d9b021a8.jpg,07-Jun-2022 14:25:06
Tuesday Nights in 1980,Fiction,21.04,Two,In stock,https://books.toscrape.com/media/cache/6b/da/6bdae061cb92c32b0b83cda8dd10275d.jpg,07-Jun-2022 14:25:06
The Vacationers,Fiction,42.15,Four,In stock,https://books.toscrape.com/media/cache/37/25/372578cc073efae80cf284b56040a488.jpg,07-Jun-2022 14:25:06
The Regional Office Is Under Attack!,Fiction,51.36,Five,In stock,https://books.toscrape.com/media/cache/f8/31/f8314c7fdaa79fb7191a583e9a852db8.jpg,07-Jun-2022 14:25:06
Finders Keepers (Bill Hodges Trilogy #2),Fiction,53.53,Five,In stock,https://books.toscrape.com/media/cache/6a/81/6a81103b1c01a3f6c56e5718a838a4c8.jpg,07-Jun-2022 14:25:06
The Time Keeper,Fiction,27.88,Five,In stock,https://books.toscrape.com/media/cache/8f/f8/8ff8680dde59ea739d6978a01e4d7fe5.jpg,07-Jun-2022 14:25:06
The Testament of Mary,Fiction,52.67,Four,In stock,https://books.toscrape.com/media/cache/83/05/8305154438c91a02cefacf4ec8b53393.jpg,07-Jun-2022 14:25:06
The First Hostage (J.B. Collins #2),Fiction,25.85,Three,In stock,https://books.toscrape.com/media/cache/38/34/3834572e651cdc14b18d348fa4875aa9.jpg,07-Jun-2022 14:25:06
Take Me with You,Fiction,45.21,Three,In stock,https://books.toscrape.com/media/cache/d8/a4/d8a44eda7cbe7bd1207f868e9adc06f3.jpg,07-Jun-2022 14:25:06
Still Life with Bread Crumbs,Fiction,26.41,Three,In stock,https://books.toscrape.com/media/cache/8e/c7/8ec7f310b74ddd7ec3c859e9b0da7389.jpg,07-Jun-2022 14:25:06
Shtum,Fiction,55.84,Four,In stock,https://books.toscrape.com/media/cache/03/16/0316bb6f4785ac69c0643109201bad5d.jpg,07-Jun-2022 14:25:06
My Name Is Lucy Barton,Fiction,41.56,One,In stock,https://books.toscrape.com/media/cache/ca/b1/cab150e556b5fab663a9fec00ed97943.jpg,07-Jun-2022 14:25:06
My Mrs. Brown,Fiction,24.48,Three,In stock,https://books.toscrape.com/media/cache/e0/79/e07906c1e507055da9a2260a74f58273.jpg,07-Jun-2022 14:25:06
Mr. Mercedes (Bill Hodges Trilogy #1),Fiction,28.90,One,In stock,https://books.toscrape.com/media/cache/a7/f0/a7f092a7b79f848df0226f808fed489b.jpg,07-Jun-2022 14:25:06
I Am Pilgrim (Pilgrim #1),Fiction,10.60,Four,In stock,https://books.toscrape.com/media/cache/ed/07/ed07c9e7c53d4f33a6eb7d41eb0e6d4a.jpg,07-Jun-2022 14:25:06
Eligible (The Austen Project #4),Fiction,27.09,Three,In stock,https://books.toscrape.com/media/cache/26/3b/263bf5d128bf18553ea8da8bb19e9a0c.jpg,07-Jun-2022 14:25:06
Eight Hundred Grapes,Fiction,14.39,Four,In stock,https://books.toscrape.com/media/cache/8c/01/8c011092f05791961d25ec3cfcf0a832.jpg,07-Jun-2022 14:25:07
Dear Mr. Knightley,Fiction,11.21,Five,In stock,https://books.toscrape.com/media/cache/78/87/78873811f8c1d75a0c26d8cc8e6a9dbc.jpg,07-Jun-2022 14:25:07
Cometh the Hour (The Clifton Chronicles #6),Fiction,25.01,Three,In stock,https://books.toscrape.com/media/cache/55/11/5511a4296fbd484dcaa89c8a2d25965d.jpg,07-Jun-2022 14:25:07
Balloon Animals,Fiction,17.03,Three,In stock,https://books.toscrape.com/media/cache/6e/23/6e2324cae6335e8e98c8b46597afc9a3.jpg,07-Jun-2022 14:25:07
A Man Called Ove,Fiction,39.72,One,In stock,https://books.toscrape.com/media/cache/9c/f1/9cf1f4a47b8d08909fc092e6ae598d83.jpg,07-Jun-2022 14:25:07
The Silent Sister (Riley MacPherson #1),Fiction,46.29,Five,In stock,https://books.toscrape.com/media/cache/30/2c/302cd9c84442e139145ec0993880d7e0.jpg,07-Jun-2022 14:25:07
The Dinner Party,Fiction,56.54,Two,In stock,https://books.toscrape.com/media/cache/ba/76/ba761d23c5c0e5a0638e04739c69c5d0.jpg,07-Jun-2022 14:25:07
The Improbability of Love,Fiction,59.45,One,In stock,https://books.toscrape.com/media/cache/06/49/06493269f6893cfd24b650f66df51882.jpg,07-Jun-2022 14:25:07
Mothering Sunday,Fiction,13.34,Two,In stock,https://books.toscrape.com/media/cache/a8/84/a8843a3fe1a40d5c7df60bbb8cd76ecd.jpg,07-Jun-2022 14:25:07
Lies and Other Acts of Love,Fiction,45.14,One,In stock,https://books.toscrape.com/media/cache/29/88/2988f5fb3dfd95214dba2ecb2d496c94.jpg,07-Jun-2022 14:25:07
Daredevils,Fiction,16.34,Three,In stock,https://books.toscrape.com/media/cache/31/71/31715c5e3b53bf1e2f41e394f024a8c4.jpg,07-Jun-2022 14:25:07
11/22/63,Fiction,48.48,Three,In stock,https://books.toscrape.com/media/cache/f6/c5/f6c5d27eacb123238f28a32263694d74.jpg,07-Jun-2022 14:25:07
The Shack,Fiction,28.03,One,In stock,https://books.toscrape.com/media/cache/20/8b/208b77faac57115ae239391fe2a64c86.jpg,07-Jun-2022 14:25:07
The High Mountains of Portugal,Fiction,51.15,One,In stock,https://books.toscrape.com/media/cache/55/00/550091fc134bbe67f562d95a6d6313f7.jpg,07-Jun-2022 14:25:07
Miller's Valley,Fiction,58.54,Two,In stock,https://books.toscrape.com/media/cache/dc/1a/dc1a54201eff16a11e7d84eef5ea36c7.jpg,07-Jun-2022 14:25:07
Hystopia: A Novel,Fiction,21.96,Four,In stock,https://books.toscrape.com/media/cache/2d/7b/2d7b77d8b45b2f8e1bc0ce20aacddad0.jpg,07-Jun-2022 14:25:07
The Bourne Identity (Jason Bourne #1),Fiction,42.78,Four,In stock,https://books.toscrape.com/media/cache/40/8d/408d93b27ce8c9cfb3bf66c17e9a54ab.jpg,07-Jun-2022 14:25:07
Sister Dear,Fiction,40.20,Four,In stock,https://books.toscrape.com/media/cache/fa/57/fa570b7a0fb42252f61e1e750c79d417.jpg,07-Jun-2022 14:25:07
Memoirs of a Geisha,Fiction,49.67,Three,In stock,https://books.toscrape.com/media/cache/41/80/4180406c788ff3e0f37cd4491a260a5b.jpg,07-Jun-2022 14:25:07
Me Before You (Me Before You #1),Fiction,19.02,One,In stock,https://books.toscrape.com/media/cache/a2/cd/a2cd0016b37c0407059147e58e14afe5.jpg,07-Jun-2022 14:25:07
Deception Point,Fiction,40.32,Four,In stock,https://books.toscrape.com/media/cache/fa/2d/fa2d3198b7ba9785e0edd6f41b84d72b.jpg,07-Jun-2022 14:25:09
The Little Paris Bookshop,Fiction,24.73,Three,In stock,https://books.toscrape.com/media/cache/50/a9/50a901fb008c0b8965c8d4da2dff5470.jpg,07-Jun-2022 14:25:09
The Firm,Fiction,45.56,Three,In stock,https://books.toscrape.com/media/cache/95/84/95847132a78de44b7249a2d0a3fe3ef6.jpg,07-Jun-2022 14:25:09
The Expatriates,Fiction,44.58,Two,In stock,https://books.toscrape.com/media/cache/db/e4/dbe49e1cb06136eeb51182f551ccdc52.jpg,07-Jun-2022 14:25:09
Siddhartha,Fiction,34.22,Five,In stock,https://books.toscrape.com/media/cache/ce/0b/ce0be2d86e388540122c222306c6d62c.jpg,07-Jun-2022 14:25:09
Last One Home (New Beginnings #1),Fiction,59.98,Three,In stock,https://books.toscrape.com/media/cache/e4/0a/e40a336622fe578699be5a1eeba18f9d.jpg,07-Jun-2022 14:25:09
Digital Fortress,Fiction,58.00,Five,In stock,https://books.toscrape.com/media/cache/5c/77/5c770b251d27aeef263f8ae974ca02e0.jpg,07-Jun-2022 14:25:09
Atlas Shrugged,Fiction,26.58,Five,In stock,https://books.toscrape.com/media/cache/a5/4f/a54fea8d034eba2ee4d1b8af30f1a308.jpg,07-Jun-2022 14:25:09
Three-Martini Lunch,Fiction,23.21,Three,In stock,https://books.toscrape.com/media/cache/1d/8e/1d8eb8aaebd14464fc58a681091b8d45.jpg,07-Jun-2022 14:25:09
The Nightingale,Fiction,26.26,Four,In stock,https://books.toscrape.com/media/cache/77/aa/77aa0ef1f62a0b0b40000a81f65c4e65.jpg,07-Jun-2022 14:25:09
The Infinities,Fiction,27.41,One,In stock,https://books.toscrape.com/media/cache/9c/44/9c445b33d53b3810f1c12f4adad71a27.jpg,07-Jun-2022 14:25:09
The Husband's Secret,Fiction,52.51,Five,In stock,https://books.toscrape.com/media/cache/f0/5b/f05be79a4b319e24819c318e35e6963c.jpg,07-Jun-2022 14:25:09
The Da Vinci Code (Robert Langdon #2),Fiction,22.96,Two,In stock,https://books.toscrape.com/media/cache/cf/d5/cfd553eaa00f4d6091c459081cd98199.jpg,07-Jun-2022 14:25:09
The Art of Fielding,Fiction,22.10,One,In stock,https://books.toscrape.com/media/cache/68/a6/68a6112c857e595c684f2a1a3287ba16.jpg,07-Jun-2022 14:25:09
Lila (Gilead #3),Fiction,12.47,Three,In stock,https://books.toscrape.com/media/cache/2b/99/2b99a765a013979637b4a6726bfb10f5.jpg,07-Jun-2022 14:25:09
Jurassic Park (Jurassic Park #1),Fiction,44.97,One,In stock,https://books.toscrape.com/media/cache/9a/71/9a7160b396790bd4a351522278de4f8c.jpg,07-Jun-2022 14:25:09
Inferno (Robert Langdon #4),Fiction,41.00,Five,In stock,https://books.toscrape.com/media/cache/e3/11/e3111146083821b5a3670d869ab40d2a.jpg,07-Jun-2022 14:25:09
Crazy Rich Asians (Crazy Rich Asians #1),Fiction,49.13,Five,In stock,https://books.toscrape.com/media/cache/9a/62/9a621372fed3a80015283013d8a452cd.jpg,07-Jun-2022 14:25:09
Big Little Lies,Fiction,22.11,One,In stock,https://books.toscrape.com/media/cache/ef/b7/efb72b546fc7cab4ba1735b4b82c5851.jpg,07-Jun-2022 14:25:09
The Course of Love,Fiction,16.78,Three,In stock,https://books.toscrape.com/media/cache/f2/c9/f2c952cfbce6ab5d8400a0bb8ee4eb5c.jpg,07-Jun-2022 14:25:09
When I'm Gone,Fiction,51.96,Three,In stock,https://books.toscrape.com/media/cache/13/a3/13a361d57f2b6021b2ae395a6fedd475.jpg,07-Jun-2022 14:25:10
